id,priority,category,effort,status,title,source
387,P1,p2p,M,todo,Delta encoding of repeated addresses,catalogue
388,P1,p2p,M,todo,Local-network multicast / discovery,catalogue
389,P1,p2p,M,todo,systemd socket activation,catalogue
390,P1,p2p,M,todo,DSCP / TOS marking for prioritization,catalogue
391,P1,p2p,M,todo,High-bandwidth (10 G+) window tuning,catalogue
392,P1,p2p,M,todo,Middlebox interference detection + fallback,catalogue
393,P1,p2p,M,todo,Proof-of-possession requests for light peers,catalogue
394,P1,p2p,M,todo,Compressed headers-only initial sync,catalogue
395,P1,p2p,M,todo,Parallel multi-source header validation,catalogue
396,P1,p2p,M,todo,Gossip of bad-peer ban lists among trusted nodes,catalogue
397,P1,p2p,M,todo,Private-network authenticated channels,catalogue
398,P1,p2p,M,todo,Orphan / duplicate / bandwidth-efficiency metrics,catalogue
399,P1,p2p,M,todo,Adaptive `max_inv_size`,catalogue
400,P2,p2p,M,todo,Prefer peers with higher last-irreversible,catalogue
401,P2,p2p,M,todo,Archive-node capability flag + preferential history serving,catalogue
402,P2,p2p,M,todo,Load-balanced history requests,catalogue
403,P2,p2p,M,todo,RTT-multiplied timeouts,catalogue
404,P2,p2p,M,todo,Exponential backoff with jitter,catalogue
405,P2,p2p,M,todo,Persistent connection cache,catalogue
406,P2,p2p,M,todo,SOCKS / proxy support,catalogue
407,P2,p2p,M,todo,IPv6-only mode,catalogue
408,P2,p2p,M,todo,Network-simulation test harness,catalogue
409,P2,p2p,M,todo,Chaos-engineering hooks,catalogue
410,P2,p2p,M,todo,Bandwidth documentation per node type,catalogue
411,P2,p2p,M,todo,BDP-based socket-buffer auto-tuning,catalogue
412,P2,p2p,M,todo,Multi-homing / multiple listen addresses,catalogue
413,P2,p2p,M,todo,ASN / regional diversity requirements,catalogue
414,P2,p2p,M,todo,External Prometheus peer exporter,catalogue
415,P2,p2p,M,todo,Compact peer-state structures,catalogue
416,P2,p2p,M,todo,Lazy connection for low-priority peers,catalogue
417,P2,p2p,M,todo,"“Push blocks, pull txs” policy",catalogue
418,P2,p2p,M,todo,High-churn mobile peer isolation,catalogue
419,P2,p2p,M,todo,Forward-compatible protocol versioning,catalogue
420,P2,p2p,M,todo,Comprehensive P2P message fuzzing,catalogue
421,P0,concurrency,M,todo,Fine-grained per-index RW locks,catalogue
422,P2,concurrency,M,todo,"RCU for read-mostly indexes (account name, etc.)",catalogue
423,P2,concurrency,M,todo,Epoch-based reclamation,catalogue
424,P0,concurrency,M,todo,Lock-free hash for hottest account lookups,catalogue
425,P2,concurrency,M,todo,Seqlocks for simple global properties,catalogue
426,P2,concurrency,M,todo,Prepare data outside locks to shrink critical sections,catalogue
427,P2,concurrency,M,todo,Lock-free queues for plugin handler dispatch,catalogue
428,P2,concurrency,M,todo,Strict lock hierarchy documentation + enforcement,catalogue
429,P2,concurrency,M,todo,TSan-clean CI builds,catalogue
430,P2,concurrency,M,todo,Optional single-threaded mode for debug / low-core,catalogue
431,P2,concurrency,M,todo,Concurrent multi-peer block validation with fork-DB isolation,catalogue
432,P2,concurrency,M,todo,Async `flush_to_all_storages` with completion,catalogue
433,P2,concurrency,M,todo,Concurrent snapshot readers,catalogue
434,P2,concurrency,M,todo,Lock-free pending-transaction index where feasible,catalogue
435,P2,concurrency,M,todo,Atomic counters for head-block / simple stats,catalogue
436,P2,concurrency,M,todo,Hazard pointers for safe concurrent free,catalogue
437,P2,concurrency,M,todo,Hardware transactional memory experiments,catalogue
438,P2,concurrency,M,todo,Reduced atomic ref-count traffic,catalogue
439,P2,concurrency,M,todo,Document concurrent-access rules for plugin authors,catalogue
440,P2,concurrency,S,todo,RCU for account-by-name index reads,expanded
441,P2,concurrency,S,todo,RCU for witness schedule snapshot,expanded
442,P2,concurrency,S,todo,Seqlock for dynamic_global_property_object,expanded
443,P2,concurrency,S,todo,Per-index shared_mutex replacing global chain lock slices,expanded
444,P2,concurrency,S,todo,False-sharing elimination on atomic counters,expanded
445,P2,concurrency,S,todo,Cache-line align worker queue nodes,expanded
446,P2,concurrency,S,todo,NUMA topology discovery at startup,expanded
447,P2,concurrency,S,todo,Core-pinning policy JSON config,expanded
448,P2,concurrency,S,todo,Hazard pointer free of index nodes,expanded
449,P2,concurrency,S,todo,Epoch reclamation for multi-index erase,expanded
450,P2,concurrency,S,todo,Lock-free SPSC for plugin virtual ops,expanded
451,P2,concurrency,S,todo,Lock-free MPSC for P2P inbound,expanded
452,P2,concurrency,S,todo,Arena per-thread for temporary strings,expanded
453,P2,concurrency,S,todo,Oversubscription control when tasks > cores,expanded
454,P2,concurrency,S,todo,TSan suppressions audit for false positives,expanded
455,P2,concurrency,S,todo,Document lock order: p2p < mempool < chain < plugins,expanded
456,P2,concurrency,S,todo,Single-thread debug mode CLI flag,expanded
457,P2,concurrency,S,todo,Concurrent fork-DB candidate validation slots,expanded
458,P2,concurrency,S,todo,Async flush completion future API,expanded
459,P2,concurrency,S,todo,Atomic head_block_num with acquire/release,expanded
460,P2,concurrency,S,todo,Reduce shared_ptr atomic ops via intrusive_ptr experiment,expanded
461,P2,concurrency,S,todo,Prepare undo nodes outside write lock,expanded
462,P2,concurrency,S,todo,Batch index insert under single lock acquisition,expanded
463,P2,concurrency,S,todo,Reader-writer for account_history rocksdb,expanded
464,P2,concurrency,S,todo,Copy-on-write page for rare global props updates,expanded
465,P2,concurrency,S,todo,HTM (hardware transactional memory) research gate,expanded
466,P2,concurrency,S,todo,Parallel snapshot readers with refcounted roots,expanded
467,P2,concurrency,S,todo,Pending tx index sharded by txid prefix,expanded
468,P2,concurrency,S,todo,Shard account locks by name hash 256 ways,expanded
469,P2,concurrency,S,todo,Shard comment locks by author/permlink hash,expanded
470,P2,concurrency,S,todo,Work-stealing deques per NUMA node,expanded
471,P2,concurrency,S,todo,Backpressure when apply queue > threshold,expanded
472,P2,concurrency,S,todo,Priority ceiling for irreversible finalize,expanded
473,P2,concurrency,S,todo,Avoid lock in get_dynamic_global_properties if seqlock,expanded
474,P2,concurrency,S,todo,Double-buffer plugin state for concurrent notify,expanded
475,P2,concurrency,S,todo,Memory order audit of atomics,expanded
476,P2,concurrency,S,todo,Pause-less free list for small objects,expanded
477,P2,concurrency,S,todo,Thread-local cache of account_object* for hot names,expanded
478,P2,concurrency,S,todo,Striped locks for RC mana updates,expanded
479,P2,concurrency,S,todo,Striped locks for balances,expanded
480,P2,concurrency,S,todo,Apply thread parking with futex,expanded
481,P2,concurrency,S,todo,io_uring for RocksDB flush completions,expanded
482,P2,concurrency,S,todo,Coroutine transform for async API,expanded
483,P2,concurrency,S,todo,Fiber experiment for plugin handlers,expanded
484,P2,concurrency,S,todo,Bounded channel for sql_serializer batches,expanded
485,P2,concurrency,S,todo,Deadlock detector sampling in debug,expanded
486,P2,concurrency,S,todo,Contention profiler on chainbase mutex,expanded
487,P2,concurrency,S,todo,Lock-free stats counters export,expanded
488,P2,concurrency,S,todo,Read mostly config atomics,expanded
489,P2,concurrency,S,todo,Immutable config snapshot per block,expanded
490,P2,concurrency,S,todo,Plugin isolation process option (research),expanded
491,P2,concurrency,S,todo,seccomp-filtered plugin threads,expanded
492,P2,concurrency,S,todo,cgroup freeze noncritical plugins under load,expanded
493,P2,concurrency,S,todo,Fair queuing for multi-producer apply,expanded
494,P2,concurrency,S,todo,Eliminate recursive mutex use,expanded
495,P2,concurrency,S,todo,std::shared_mutex timed try for API,expanded
496,P2,concurrency,S,todo,API reads from irreversible snapshot clone,expanded
497,P2,concurrency,S,todo,MVCC research for chainbase (long-term),expanded
498,P2,concurrency,S,todo,Object version counters for optimistic concurrency,expanded
499,P2,concurrency,S,todo,ABA-safe free list tags,expanded
500,P2,concurrency,S,todo,Pointer compression for 64-bit indexes on <16TB,expanded
501,P2,concurrency,S,todo,Custom offset_ptr packing for SHM,expanded
502,P2,concurrency,S,todo,Avoid false sharing in worker_thread_pool queues,expanded
503,P2,concurrency,S,todo,Queue node pool preallocation,expanded
504,P2,concurrency,S,todo,Spin-then-park policy for short critical sections,expanded
505,P2,concurrency,S,todo,Adaptive spin counts from CPU model,expanded
506,P2,concurrency,S,todo,Yield on mobile when thermal high,expanded
507,P2,concurrency,S,todo,Parallel index iteration for read-only APIs,expanded
508,P2,concurrency,S,todo,Snapshot isolation for database_api get_*,expanded
509,P2,concurrency,S,todo,Copy elision of multi_index iterators,expanded
510,P2,concurrency,S,todo,const-correct read paths,expanded
511,P2,concurrency,S,todo,Thread sanitizer in CI nightly,expanded
512,P2,concurrency,S,todo,Helgrind optional job,expanded
513,P2,concurrency,S,todo,Race detection on fork switch,expanded
514,P2,concurrency,S,todo,Document happens-before for irreversible,expanded
515,P2,concurrency,S,todo,Formal model of lock hierarchy,expanded
516,P2,concurrency,S,todo,Auto-generated lock order tests,expanded
517,P2,concurrency,S,todo,Benchmark: parallel vs serial apply synthetic,expanded
518,P2,concurrency,S,todo,Benchmark: lock contention under 32 threads,expanded
519,P2,concurrency,S,todo,Benchmark: RCU vs mutex account lookup,expanded
520,P2,concurrency,S,todo,Fallback serial apply if parallel detect conflict,expanded
521,P2,concurrency,S,todo,Conflict rate metrics,expanded
522,P2,concurrency,S,todo,Dependency analysis cache across similar blocks,expanded
523,P2,concurrency,S,todo,Static op-class independence table,expanded
524,P2,concurrency,S,todo,Runtime conflict log for developers,expanded
525,P2,concurrency,S,todo,Shard mempool by account,expanded
526,P2,concurrency,S,todo,Parallel RC pre-charge,expanded
527,P2,concurrency,S,todo,Parallel signature check with batch verify,expanded
528,P2,concurrency,S,todo,Wait-free broadcast of new head to APIs,expanded
529,P2,concurrency,S,todo,Eventfd notify for local consumers,expanded
530,P2,concurrency,S,todo,Shared memory ring for HAF handoff,expanded
531,P2,concurrency,S,todo,Zero-copy block view into SHM,expanded
532,P2,concurrency,S,todo,Immutable full_block after seal,expanded
533,P2,concurrency,S,todo,Const transaction_span type,expanded
534,P2,concurrency,S,todo,Reduce atomic refcounts on block seal,expanded
535,P2,concurrency,S,todo,Intrusive list for pending undo,expanded
536,P2,concurrency,S,todo,Epoch for plugin handler generation,expanded
537,P2,concurrency,S,todo,Generational arena reset per block,expanded
538,P2,concurrency,S,todo,Bounded memory for parallel speculative validates,expanded
539,P2,concurrency,S,todo,Cancel speculative work on better head,expanded
540,P2,concurrency,S,todo,Priority: user-RPC over background index,expanded
541,P2,plugins_haf,M,todo,"Deterministic, configurable plugin load order",catalogue
542,P2,plugins_haf,M,todo,Lazy plugin initialization,catalogue
543,P2,plugins_haf,M,todo,Dependency-graph loading of only required plugins,catalogue
544,P2,plugins_haf,M,todo,Hot-reload of non-consensus API plugins,catalogue
545,P2,plugins_haf,M,todo,Validated plugin configuration schema,catalogue
546,P2,plugins_haf,M,todo,Per-plugin latency budgets,catalogue
547,P0,plugins_haf,M,todo,Zero-copy JSON (simdjson / RapidJSON),catalogue
548,P2,plugins_haf,M,todo,Binary protocol option (Cap’n Proto / FlatBuffers),catalogue
549,P2,plugins_haf,M,todo,Generated gRPC services from existing APIs,catalogue
550,P2,plugins_haf,M,todo,GraphQL layer over `database_api`,catalogue
551,P2,plugins_haf,M,todo,Connection pooling + keep-alive for JSON-RPC,catalogue
552,P2,plugins_haf,M,todo,Native request batching,catalogue
553,P2,plugins_haf,M,todo,ETag / If-None-Match caching,catalogue
554,P2,plugins_haf,M,todo,RC-aware rate limiting,catalogue
555,P2,plugins_haf,M,todo,Async API handlers (coroutines or worker pool),catalogue
556,P2,plugins_haf,M,todo,Isolated API thread pool,catalogue
557,P2,plugins_haf,M,todo,gzip/brotli for large responses,catalogue
558,P2,plugins_haf,M,todo,Optimized default pagination,catalogue
559,P2,plugins_haf,M,todo,Gradual `condenser_api` deprecation with migration guide,catalogue
560,P2,plugins_haf,M,todo,Per-method latency metrics,catalogue
561,P2,plugins_haf,M,todo,PostgreSQL `COPY` for bulk virtual ops in `sql_serializer`,catalogue
562,P2,plugins_haf,M,todo,Prepared statements everywhere in serializer,catalogue
563,P2,plugins_haf,M,todo,Parallel workers for different HAF tables,catalogue
564,P2,plugins_haf,M,todo,Configurable batch size / flush interval,catalogue
565,P2,plugins_haf,M,todo,Skip unneeded tables,catalogue
566,P2,plugins_haf,M,todo,Automatic block-range partitioning of HAF tables,catalogue
567,P2,plugins_haf,M,todo,Columnar storage option for analytics,catalogue
568,P2,plugins_haf,M,todo,Incrementally refreshed materialized views,catalogue
569,P2,plugins_haf,M,todo,TimescaleDB (or similar) support,catalogue
570,P2,plugins_haf,M,todo,Declarative pruning policy engine,catalogue
571,P2,plugins_haf,M,todo,Lightweight HAF that omits full history,catalogue
572,P2,plugins_haf,M,todo,Embedded HAF (SQLite / DuckDB) for mobile / single-user,catalogue
573,P2,plugins_haf,M,todo,Cython / Numba acceleration of WorkerBee hot loops,catalogue
574,P2,plugins_haf,M,todo,Zero-copy `memoryview` access in WorkerBee,catalogue
575,P2,plugins_haf,M,todo,Optimized Wax TS/JS + WASM builds,catalogue
576,P2,plugins_haf,M,todo,Clive TUI latency improvements,catalogue
577,P2,plugins_haf,M,todo,Denser incremental UI updates,catalogue
578,P2,plugins_haf,M,todo,Official OpenAPI / Swagger with examples,catalogue
579,P2,plugins_haf,M,todo,More language SDKs with built-in pooling,catalogue
580,P2,plugins_haf,M,todo,API gateway with load balancing across nodes,catalogue
581,P2,plugins_haf,M,todo,Read-replica HAF nodes,catalogue
582,P2,plugins_haf,M,todo,CDC from HAF to Kafka / NATS,catalogue
583,P2,plugins_haf,M,todo,Webhook plugin for new blocks / ops,catalogue
584,P2,plugins_haf,M,todo,Elasticsearch / OpenSearch export plugin,catalogue
585,P2,plugins_haf,M,todo,seccomp / process sandbox for plugins,catalogue
586,P2,plugins_haf,M,todo,cgroup resource limits per plugin,catalogue
587,P2,plugins_haf,M,todo,Automatic disable on plugin health failure,catalogue
588,P2,plugins_haf,M,todo,Benchmarked example-plugin template,catalogue
589,P2,plugins_haf,M,todo,Community plugin registry,catalogue
590,P2,plugins_haf,M,todo,Versioned plugin API,catalogue
591,P2,plugins_haf,M,todo,Reduced registration overhead,catalogue
592,P2,plugins_haf,M,todo,Compile-time plugin selection for light builds,catalogue
593,P2,plugins_haf,M,todo,Shared-library vs static plugin choice,catalogue
594,P2,plugins_haf,M,todo,Simple KV cache plugin for frequent gets,catalogue
595,P2,plugins_haf,M,todo,Node performance-stats API,catalogue
596,P2,plugins_haf,M,todo,Server-Sent Events for block streams,catalogue
597,P2,plugins_haf,M,todo,WebSocket compression + binary frames,catalogue
598,P2,plugins_haf,M,todo,HiveAuth / JWT for APIs without slowing public reads,catalogue
599,P2,plugins_haf,M,todo,Quota system tied to RC or stake,catalogue
600,P2,plugins_haf,M,todo,HAF query-optimizer hints for social patterns,catalogue
601,P2,plugins_haf,M,todo,Pre-aggregated trending / rewards tables,catalogue
602,P2,plugins_haf,M,todo,Full-text search indexes in HAF,catalogue
603,P2,plugins_haf,M,todo,Incremental maintenance of follows / communities,catalogue
604,P2,plugins_haf,M,todo,"Multi-backend HAF (Postgres, MySQL, Cockroach)",catalogue
605,P2,plugins_haf,M,todo,Zero-downtime schema migrations,catalogue
606,P2,plugins_haf,M,todo,Realistic social-workload HAF test suite,catalogue
607,P2,plugins_haf,M,todo,Query best-practice documentation,catalogue
608,P2,plugins_haf,M,todo,Client-side caching libraries,catalogue
609,P2,plugins_haf,M,todo,GraphQL subscriptions,catalogue
610,P2,plugins_haf,M,todo,Pre-computed fields to reduce JSON cost,catalogue
611,P2,plugins_haf,M,todo,Response size limits with clear errors,catalogue
612,P2,plugins_haf,M,todo,Parallel independent methods inside a batch,catalogue
613,P2,plugins_haf,M,todo,Session affinity,catalogue
614,P2,plugins_haf,M,todo,Cache-hit-rate metrics,catalogue
615,P2,plugins_haf,M,todo,Auto-scaling guidance for HAF,catalogue
616,P2,plugins_haf,M,todo,Prometheus exporter plugin,catalogue
617,P2,plugins_haf,M,todo,OpenTelemetry tracing across API → apply,catalogue
618,P2,plugins_haf,M,todo,Personal light HAF (only followed accounts),catalogue
619,P2,plugins_haf,M,todo,Parquet export for offline analytics,catalogue
620,P2,plugins_haf,M,todo,Optimized batch account-history queries,catalogue
621,P2,plugins_haf,M,todo,Virtual-op filtering at serializer,catalogue
622,P2,plugins_haf,M,todo,Dependency injection for testability,catalogue
623,P2,plugins_haf,M,todo,Compile-time plugin registration,catalogue
624,P2,plugins_haf,M,todo,Reduced virtual calls in hooks,catalogue
625,P2,plugins_haf,M,todo,Inline critical callbacks,catalogue
626,P2,plugins_haf,M,todo,Per-plugin thread pools,catalogue
627,P2,plugins_haf,M,todo,Async notification after irreversible,catalogue
628,P2,plugins_haf,M,todo,Testnet RC-cost override plugin,catalogue
629,P2,plugins_haf,M,todo,Comprehensive plugin test framework,catalogue
630,P2,plugins_haf,M,todo,Per-plugin performance regression tests,catalogue
631,P2,plugins_haf,M,todo,Bounty for fastest alternative history plugin,catalogue
632,P2,plugins_haf,M,todo,Official HAF vs old `account_history` benchmarks,catalogue
633,P2,plugins_haf,M,todo,Migration tools from legacy plugins,catalogue
634,P2,plugins_haf,M,todo,HAF sharding across multiple Postgres instances,catalogue
635,P2,plugins_haf,M,todo,Read-your-writes consistency options,catalogue
636,P2,plugins_haf,M,todo,Pre-broadcast resource-cost estimation API,catalogue
637,P2,plugins_haf,M,todo,Optimized legacy `get_content` / `get_discussions`,catalogue
638,P2,plugins_haf,M,todo,Dedicated cache for witness schedule + global props,catalogue
639,P2,plugins_haf,M,todo,Reduce string copies in response building,catalogue
640,P2,plugins_haf,S,todo,API cleanup: deprecate unused condenser methods,expanded
641,P2,plugins_haf,S,todo,API cleanup: unify pagination tokens,expanded
642,P2,plugins_haf,S,todo,API cleanup: binary error codes,expanded
643,P2,plugins_haf,S,todo,HAF engine: DuckDB analytical backend option,expanded
644,P2,plugins_haf,S,todo,HAF engine: ClickHouse export path,expanded
645,P2,plugins_haf,S,todo,HAF engine: SQLite personal mode,expanded
646,P2,plugins_haf,S,todo,SDK: Python asyncio client,expanded
647,P2,plugins_haf,S,todo,SDK: Rust high-perf client,expanded
648,P2,plugins_haf,S,todo,SDK: Go client with pooling,expanded
649,P2,plugins_haf,S,todo,SDK: Kotlin multiplatform,expanded
650,P2,plugins_haf,S,todo,Realtime: NATS jetstream bridge,expanded
651,P2,plugins_haf,S,todo,Realtime: Redis streams bridge,expanded
652,P2,plugins_haf,S,todo,Realtime: WebPush for follows,expanded
653,P2,plugins_haf,S,todo,GraphQL: dataloader batching,expanded
654,P2,plugins_haf,S,todo,GraphQL: persisted queries,expanded
655,P2,plugins_haf,S,todo,OpenAPI: generated clients,expanded
656,P2,plugins_haf,S,todo,Rate limit: per-IP token bucket,expanded
657,P2,plugins_haf,S,todo,Rate limit: per-key RC-linked,expanded
658,P2,plugins_haf,S,todo,Cache: redis for get_accounts,expanded
659,P2,plugins_haf,S,todo,Cache: CDN for static chain props,expanded
660,P2,plugins_haf,S,todo,HAF: BRIN indexes on block_num,expanded
661,P2,plugins_haf,S,todo,HAF: partial indexes for open orders,expanded
662,P2,plugins_haf,S,todo,HAF: vacuum autotune,expanded
663,P2,plugins_haf,S,todo,HAF: logical replication recipes,expanded
664,P2,plugins_haf,S,todo,Webhook: signed payloads,expanded
665,P2,plugins_haf,S,todo,Webhook: retry with backoff,expanded
666,P2,plugins_haf,S,todo,Elastic: op index template,expanded
667,P2,plugins_haf,S,todo,Plugin: healthcheck HTTP,expanded
668,P2,plugins_haf,S,todo,Plugin: graceful drain,expanded
669,P2,plugins_haf,S,todo,Plugin: version negotiation,expanded
670,P2,plugins_haf,S,todo,Plugin: feature flags,expanded
671,P2,plugins_haf,S,todo,sql_serializer: COPY FROM STDIN binary,expanded
672,P2,plugins_haf,S,todo,sql_serializer: multi-connection pipeline,expanded
673,P2,plugins_haf,S,todo,sql_serializer: backpressure to hived,expanded
674,P2,plugins_haf,S,todo,WorkerBee: vectorized decode,expanded
675,P2,plugins_haf,S,todo,WorkerBee: arrow export,expanded
676,P2,plugins_haf,S,todo,Wax: smaller wasm binary,expanded
677,P2,plugins_haf,S,todo,Clive: virtualized history list,expanded
678,P2,plugins_haf,S,todo,condenser_api: compatibility shim metrics,expanded
679,P2,plugins_haf,S,todo,database_api: field masks,expanded
680,P2,plugins_haf,S,todo,database_api: projection pushdown,expanded
681,P2,plugins_haf,S,todo,account_history: rocksdb TTL compaction,expanded
682,P2,plugins_haf,S,todo,market_history: downsample old buckets,expanded
683,P2,plugins_haf,S,todo,rc_api: cost estimate endpoint,expanded
684,P2,plugins_haf,S,todo,debug_node: faster skip,expanded
685,P2,plugins_haf,S,todo,test plugin performance harness,expanded
686,P2,plugins_haf,S,todo,plugin registry: signed packages,expanded
687,P2,plugins_haf,S,todo,plugin sandbox: seccomp profile default,expanded
688,P2,plugins_haf,S,todo,HAF prune: partition drop by month,expanded
689,P2,plugins_haf,S,todo,HAF: cold storage tier S3,expanded
690,P2,plugins_haf,S,todo,Query planner hints doc pack,expanded
691,P0,mobile,M,design,`HIVE_LIGHT_NODE` CMake option that strips non-essential plugins and indexes at compile time,catalogue
692,P1,mobile,M,todo,Runtime plugin whitelist,catalogue
693,P1,mobile,M,todo,Aggressive “last N days” comment/vote pruning,catalogue
694,P1,mobile,M,todo,Compressed in-memory account representation,catalogue
695,P1,mobile,M,todo,Full ARM NEON acceleration of remaining crypto and hashing,catalogue
696,P1,mobile,M,todo,SVE support for newer ARM cores,catalogue
697,P1,mobile,M,todo,Binary size target < 50 MB via LTO + section GC + `-Os`,catalogue
698,P1,mobile,M,todo,Symbol stripping for mobile builds,catalogue
699,P1,mobile,M,todo,Snapshot format optimized for sequential flash writes,catalogue
700,P1,mobile,M,todo,Header-only + selective body download,catalogue
701,P0,mobile,M,todo,Personal-node mode (own + followed accounts only),catalogue
702,P1,mobile,M,todo,SQLite-backed HAF for mobile,catalogue
703,P1,mobile,M,todo,Sync only while charging / on Wi-Fi,catalogue
704,P1,mobile,M,todo,Thermal throttling of worker threads,catalogue
705,P1,mobile,M,todo,Battery-level pause of non-critical work,catalogue
706,P1,mobile,M,todo,Android NDK / iOS cross-compile support,catalogue
707,P1,mobile,M,todo,`madvise` sequential / dontneed on mobile block_log,catalogue
708,P1,mobile,M,todo,Smaller undo window (with checkpoints),catalogue
709,P1,mobile,M,todo,Pure process memory (no shared-file) + periodic serialize,catalogue
710,P1,mobile,M,todo,Simplified RC approximation tables for mobile,catalogue
711,P1,mobile,M,todo,ARM-specific assembly for hot hashes,catalogue
712,P1,mobile,M,todo,Power-efficient sleep between 3 s blocks,catalogue
713,P1,mobile,M,todo,User notification when node falls behind,catalogue
714,P1,mobile,M,todo,Simple mobile management daemon / UI,catalogue
715,P1,mobile,M,todo,Automatic trusted-mirror snapshot on first run,catalogue
716,P1,mobile,M,todo,Efficient delta sync after snapshot,catalogue
717,P1,mobile,M,todo,External SD-card support for block_log,catalogue
718,P1,mobile,M,todo,Local state encryption,catalogue
719,P1,mobile,M,todo,Minimal plugin set for mobile,catalogue
720,P1,mobile,M,todo,Compile-out of all testnet / mirrornet code,catalogue
721,P1,mobile,M,todo,musl or smaller runtime,catalogue
722,P1,mobile,M,todo,ARM-specific PGO,catalogue
723,P1,mobile,M,todo,Compile-time Boost reduction for light builds,catalogue
724,P1,mobile,M,todo,Small-heap-tuned custom allocator,catalogue
725,P1,mobile,M,todo,Periodic explicit free of cold caches,catalogue
726,P1,mobile,M,todo,32-bit ARM support if still required,catalogue
727,P1,mobile,M,todo,"Device-specific documentation (Pi, phones, SBCs)",catalogue
728,P0,mobile,M,todo,< 4 GB RAM benchmark suite,catalogue
729,P1,mobile,M,todo,Auto-detect RAM → choose prune level,catalogue
730,P2,mobile,M,todo,Progressive-web or lightweight control frontend,catalogue
731,P2,mobile,M,todo,Mobile OS background-task integration,catalogue
732,P2,mobile,M,todo,Reduced flash wear from logging,catalogue
733,P2,mobile,M,todo,Wear-leveling-aware block_log writes,catalogue
734,P2,mobile,M,todo,Optional cloud state backup,catalogue
735,P2,mobile,M,todo,Prefer other mobile / low-bandwidth peers,catalogue
736,P2,mobile,M,todo,Mandatory compressed P2P on mobile,catalogue
737,P2,mobile,M,todo,Lower max connections (8–16),catalogue
738,P2,mobile,M,todo,Duty-cycled P2P,catalogue
739,P2,mobile,M,todo,Fast resume from sleep,catalogue
740,P2,mobile,M,todo,Data-saver mode that skips non-essentials,catalogue
741,P2,mobile,M,todo,big.LITTLE awareness (pin critical threads to big cores),catalogue
742,P2,mobile,M,todo,Static linking of dependencies,catalogue
743,P2,mobile,M,todo,Regular ARM CI builds and tests,catalogue
744,P2,mobile,M,todo,Size / RAM regression tests in CI,catalogue
745,P2,mobile,M,todo,User-facing sync / RAM / battery metrics,catalogue
746,P2,mobile,M,todo,One-click images for common ARM boards,catalogue
747,P2,mobile,M,todo,Community PostmarketOS / mobile-Linux images,catalogue
748,P2,mobile,M,todo,Pruned HAF retention policies (30/90/365 days),catalogue
749,P2,mobile,M,todo,On-device indexing only for followed accounts,catalogue
750,P2,mobile,M,todo,Approximate indexes for search,catalogue
751,P2,mobile,M,todo,Lazy account-history load,catalogue
752,P2,mobile,M,todo,View-only mode (no private keys),catalogue
753,P2,mobile,M,todo,TEE / secure-enclave key storage,catalogue
754,P2,mobile,M,todo,Reduced virtual-op processing,catalogue
755,P2,mobile,M,todo,Skip sig checks below last irreversible when using trusted snapshot,catalogue
756,P2,mobile,M,todo,Configurable trust level for faster sync,catalogue
757,P2,mobile,M,todo,Mobile-friendly seed list,catalogue
758,P2,mobile,M,todo,Adaptive apply rate based on device load,catalogue
759,P2,mobile,M,todo,Pause when user is interacting with other apps,catalogue
760,P2,mobile,M,todo,zram / compressed-swap advice,catalogue
761,P2,mobile,M,todo,`mlock` only the critical working set,catalogue
762,P2,mobile,M,todo,Avoid large stack allocations,catalogue
763,P2,mobile,M,todo,Thread stack-size tuning,catalogue
764,P2,mobile,M,todo,Page-size / huge-page choice for ARM MMU,catalogue
765,P2,mobile,M,todo,Device-specific performance expectations documentation,catalogue
766,P2,mobile,M,todo,Community device config templates,catalogue
767,P2,mobile,M,todo,Long-term light-client with fraud / optimistic proofs,catalogue
768,P1,mobile,S,todo,Battery: coalesce wakeups to block interval,expanded
769,P1,mobile,S,todo,Battery: batch disk flushes,expanded
770,P1,mobile,S,todo,Thermal: stepwise reduce thread count,expanded
771,P1,mobile,S,todo,Thermal: reduce RocksDB compaction,expanded
772,P1,mobile,S,todo,Flash: fsync policy relaxed on mobile,expanded
773,P1,mobile,S,todo,Flash: append-only state log option,expanded
774,P1,mobile,S,todo,Cross-compile: Android ABI arm64-v8a,expanded
775,P1,mobile,S,todo,Cross-compile: iOS bitcode-free arm64,expanded
776,P1,mobile,S,todo,Cross-compile: RISC-V experimental,expanded
777,P1,mobile,S,todo,Light client: optimistic fraud proof research,expanded
778,P1,mobile,S,todo,Light client: UTXO-like account proof research,expanded
779,P1,mobile,S,todo,Light client: witness checkpoint signatures,expanded
780,P1,mobile,S,todo,Personal node: follow-graph limited state,expanded
781,P1,mobile,S,todo,Personal node: mute list local only,expanded
782,P1,mobile,S,todo,Data saver: skip images metadata ops,expanded
783,P1,mobile,S,todo,Data saver: headers + own txs only,expanded
784,P1,mobile,S,todo,Wi-Fi only sync toggle,expanded
785,P1,mobile,S,todo,Background sync OS job (Android WorkManager),expanded
786,P1,mobile,S,todo,Background sync OS job (iOS BGTask),expanded
787,P1,mobile,S,todo,First-run: streaming snapshot with UI progress,expanded
788,P1,mobile,S,todo,Resume: crash-safe snapshot cursor,expanded
789,P1,mobile,S,todo,Key storage: Android Keystore,expanded
790,P1,mobile,S,todo,Key storage: iOS Secure Enclave,expanded
791,P0,build_ci,M,todo,Default PGO + LTO + mold/lld in release builds,catalogue
